Page URL,Page Title,ILR,Raw ILR,Unique Pageviews,Crawl Depth,HTTP Status Code,"Page (HTML) Load Time, sec",Schema.org (Microdata),Schema.org (JSON-LD),Open Graph,Twitter Cards,Microformats,Canonicalization,In sitemap,Incoming Internal Links,Outgoing Internal Links,Outgoing External Links,AMP link,Hreflang Links,Hreflang Issues,JS and CSS Number,"JS and CSS Size, KB",Issues,Description,Blocked AI search bots
https://headon.pro/glossar/ui-ux-design,UI/UX Design - Glossar | HEADON.pro,73,0.0048931769179419585,n/a,2,200,0.11,0,1,1,1,0,Self-canonical,1,8,19,0,0,-,-,17,0,18,"was ist ui/ux design? ui (user interface) ist das visuelle design, ux (user experience) ist die gesamte nutzererfahrung einer anwendung. ✓ umfassende erklärung…",
https://headon.pro/glossar/wireframe,Wireframe - Glossar | HEADON.pro,49,0.004437541857043347,n/a,2,200,0.105,0,1,1,1,0,Self-canonical,1,4,19,0,0,-,-,17,0,18,was ist wireframe? ein wireframe ist eine schematische darstellung des layouts einer website oder app ohne visuelle gestaltung. ✓ umfassende erklärung ✓…,
https://headon.pro/homepage-kosten,Homepage Kosten Rechner 2025 - Was kostet eine Homepage? | HEADON,90,0.024919076545222674,n/a,1,200,0.117,0,1,1,1,0,Self-canonical,1,107,16,0,0,-,-,18,0,19,homepage kosten transparent berechnen ✓ preisvergleich freelancer vs agentur ✓ alle faktoren im überblick ✓ in 2 minuten kalkuliert,
https://headon.pro/imprint,Impressum - Rechtliche Angaben | HEADON.pro,91,0.024969076380822342,n/a,1,200,0.11,0,1,1,1,0,Self-canonical,1,107,16,1,0,-,-,19,0,1,"impressum von headon kreativagentur: rechtliche angaben gemäß § 5 tmg. kontakt, umsatzsteuer-id, verantwortlich für inhalte nach § 55 rstv.",
https://headon.pro/llms.txt,,-,-,n/a,0,200,0.104,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,0,-,
https://headon.pro/portfolio,Portfolio - Erfolgreiche Projekte & Case Studies | HEADON,91,0.024969076380822342,n/a,1,200,0.109,0,1,1,1,0,Self-canonical,1,107,17,0,0,-,-,19,0,22,"unser portfolio: sv viktoria website-relaunch, klartext ki-app, saas dashboards & healthcare plattformen. erfolgreiche digitale projekte von headon.",
https://headon.pro/portfolio/sv-viktoria-wertheim-website,SV Viktoria Wertheim: Moderne Vereinswebsite mit Next.js 15 | HEADON.pro Portfolio,88,0.006238474796700665,n/a,2,200,0.213,0,1,1,1,0,Self-canonical,1,15,17,1,0,-,-,21,0,24,"kompletter relaunch der sv viktoria wertheim website mit next.js 15, typescript und supabase. von statischem html zu einer performanten, seo-optimierten web-app mit 90+ lighthouse score.",
https://headon.pro/preise,,-,0.004001630581306901,n/a,4,404,0.127,0,0,0,0,0,-,0,3,0,0,0,-,-,0,0,2,-,
https://headon.pro/privacy,Datenschutz - Datenschutzerklärung | HEADON.pro,90,0.024919076545222674,n/a,1,200,0.204,0,1,1,1,0,Self-canonical,1,107,16,0,0,-,-,19,0,1,"datenschutzerklärung von headon: transparente informationen über datenerhebung, -verarbeitung und -nutzung gemäß dsgvo. ihre privatsphäre ist uns wichtig.",
https://headon.pro/regionen,Regionen - Webentwicklung Main-Tauber-Kreis | HEADON,96,0.025250018539128435,n/a,1,200,0.12,0,1,1,1,0,Self-canonical,1,107,26,0,0,-,-,20,0,21,"professionelle webentwicklung in main-tauber-kreis: bad mergentheim, wertheim, tauberbischofsheim, würzburg. persönlicher service vor ort.",
https://headon.pro/regionen/aschaffenburg,Webentwicklung Aschaffenburg | HEADON.pro,38,0.004337945042899458,n/a,2,200,0.291,0,1,1,1,0,Self-canonical,1,1,19,0,0,-,-,23,0,26,"professionelle webentwicklung in aschaffenburg, bayern. aschaffenburg, das ""bayerische nizza"", ist eine kreisfreie stadt in bayern mit über 70.000 einwohnern. die stadt am main vereint renaissance-architektur, moderne industrie und nähe zur metropolregi...",
https://headon.pro/regionen/bad-mergentheim,Webentwicklung Bad Mergentheim | HEADON.pro,83,0.005391110786929125,n/a,2,200,0.208,0,1,1,1,0,Self-canonical,1,10,24,0,0,-,-,23,0,28,"professionelle webentwicklung in bad mergentheim, baden-württemberg. bad mergentheim ist eine kurstadt im main-tauber-kreis und ein wichtiges zentrum für gesundheitstourismus, einzelhandel und mittelständische unternehmen in der region heilbronn-franken.",
https://headon.pro/regionen/crailsheim,Webentwicklung Crailsheim | HEADON.pro,38,0.004337945042899458,n/a,2,200,0.291,0,1,1,1,0,Self-canonical,1,1,19,0,0,-,-,23,0,26,"professionelle webentwicklung in crailsheim, baden-württemberg. crailsheim ist eine industriestadt im landkreis schwäbisch hall und ein bedeutender standort für maschinenbau und verpackungstechnik. mit drei weltmarktführern vor ort vereint die stadt ind...",
https://headon.pro/regionen/heilbronn,Webentwicklung Heilbronn | HEADON.pro,38,0.004337945042899458,n/a,2,200,0.291,0,1,1,1,0,Self-canonical,1,1,19,0,0,-,-,23,0,26,"professionelle webentwicklung in heilbronn, baden-württemberg. heilbronn ist das wirtschaftliche zentrum der region heilbronn-franken und eine der bedeutendsten städte in baden-württemberg. als käthchenstadt bekannt, vereint heilbronn weinkultur, innova...",
https://headon.pro/regionen/lauda-koenigshofen,Webentwicklung Lauda-Königshofen | HEADON.pro,83,0.005391110786929125,n/a,2,200,0.296,0,1,1,1,0,Self-canonical,1,10,24,0,0,-,-,23,0,28,"professionelle webentwicklung in lauda-königshofen, baden-württemberg. stadt im main-tauber-kreis mit weinbautradition und industrieunternehmen.",
https://headon.pro/regionen/marktheidenfeld,Webentwicklung Marktheidenfeld | HEADON.pro,38,0.004337945042899458,n/a,2,200,0.118,0,1,1,1,0,Self-canonical,1,1,19,0,0,-,-,23,0,26,"professionelle webentwicklung in marktheidenfeld, bayern. marktheidenfeld liegt am main in unterfranken und ist bekannt für seine lage im fränkischen weinland. die stadt verbindet traditionellen weinbau mit moderner industrie und mittelstand.",
https://headon.pro/regionen/mosbach,Webentwicklung Mosbach | HEADON.pro,38,0.004337945042899458,n/a,2,200,0.203,0,1,1,1,0,Self-canonical,1,1,19,0,0,-,-,23,0,26,"professionelle webentwicklung in mosbach, baden-württemberg. mosbach ist die kreisstadt des neckar-odenwald-kreises und bekannt für seine historische fachwerkaltstadt. die stadt an der deutschen fachwerkstraße vereint traditionelles handwerk mit moderne...",
https://headon.pro/regionen/tauberbischofsheim,Webentwicklung Tauberbischofsheim | HEADON.pro,83,0.005391110786929125,n/a,2,200,0.294,0,1,1,1,0,Self-canonical,1,10,24,0,0,-,-,23,0,28,"professionelle webentwicklung in tauberbischofsheim, baden-württemberg. tauberbischofsheim ist die kreisstadt des main-tauber-kreises und als fechtstadt international bekannt. die stadt verbindet historisches flair mit moderner wirtschaft und starkem mi...",
https://headon.pro/regionen/wertheim,Webentwicklung Wertheim | HEADON.pro,83,0.005391110786929125,n/a,2,200,0.296,0,1,1,1,0,Self-canonical,1,10,24,0,0,-,-,23,0,28,"professionelle webentwicklung in wertheim, baden-württemberg. wertheim liegt malerisch am zusammenfluss von main und tauber und ist bekannt für sein historisches schloss, outlet-shopping und starke industrie. die stadt verbindet tourismus mit wirtschaft...",
https://headon.pro/regionen/wuerzburg,Webentwicklung Würzburg | HEADON.pro,51,0.004464372507227238,n/a,2,200,0.312,0,1,1,1,0,Self-canonical,1,2,19,0,0,-,-,23,0,25,"professionelle webentwicklung in würzburg, bayern. würzburg ist eine kreisfreie stadt in unterfranken und wichtiges zentrum für bildung, wissenschaft, wirtschaft und kultur. die universitätsstadt verbindet historisches weltkulturerbe mit moderner innova...",
https://headon.pro/robots.txt,,-,-,n/a,0,200,0.137,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,0,-,n/a
https://headon.pro/services,"Digitalagentur Services: Web, Mobile Apps & UI/UX | Main-Tauber-Kreis",93,0.02508997476004344,n/a,1,200,0.11,0,1,1,1,0,Self-canonical,1,107,20,0,0,-,-,20,0,21,"full-service digitalagentur aus main-tauber-kreis: webentwicklung mit next.js & react, mobile apps ios/android, ui/ux design, cloud-backend. festpreise ab 1.500€. persönliche betreuung in bad mergentheim, lauda-königshofen & region.",
https://headon.pro/services/backend-solutions,Backend Entwicklung Agentur | APIs & Cloud | HEADON.pro,75,0.005054978839825573,n/a,2,200,0.114,0,1,1,1,0,Self-canonical,1,6,24,0,0,-,-,21,0,23,"professionelle backend-entwicklung mit node.js, postgresql & cloud. rest-apis, microservices, sicher und skalierbar. performance-optimiert. festpreise ab 4.000€.",
https://headon.pro/services/mobile-development,App Entwicklung Agentur | iOS & Android Experten | HEADON.pro,84,0.005435981654429937,n/a,2,200,0.207,0,1,1,1,0,Self-canonical,1,9,28,0,0,-,-,21,0,25,native & cross-platform app-entwicklung für ios & android. react native & flutter experten. von der idee bis zum app store launch. festpreise ab 8.000€.,
https://headon.pro/services/ui-ux-design,UI/UX Design Agentur Main-Tauber-Kreis | Nutzerzentriertes Interface Design | HEADON.pro,85,0.005466097349438525,n/a,2,200,0.205,0,1,1,1,0,Self-canonical,1,11,24,0,0,-,-,21,0,24,"professionelles ui/ux design im main-tauber-kreis: user research, wireframing, high-fidelity prototyping für web & mobile. konversionsoptimiert, barrierefrei. ab 3.000€.",
https://headon.pro/services/web-development,Webentwicklung Agentur Main-Tauber-Kreis | Next.js & React Experten | HEADON.pro,89,0.008135765342713177,n/a,2,200,0.118,0,1,1,1,0,Self-canonical,1,37,39,0,0,-,-,21,0,24,"professionelle webentwicklung im main-tauber-kreis: next.js & react für unternehmen in der region. performant, seo-optimiert, lokal betreut. festpreise ab 2.500€.",
https://headon.pro/sitemap.xml,,-,-,n/a,0,200,0.464,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,9,-,
https://headon.pro/technologie,Technologien | HEADON - Unsere Tech-Stack,4,0.00390054114340687,n/a,5,200,0.107,0,1,1,1,0,Self-canonical,1,1,17,0,0,-,-,17,0,21,"moderne webtechnologien für zukunftssichere projekte. next.js, react, typescript, supabase, headless cms und tailwind css - expertise für ihre digitale transformation.",
https://headon.pro/technologie/next-js-agentur,Next.js Agentur | HEADON,10,0.004054313976837344,n/a,4,200,0.223,0,1,1,1,0,Canonical to other page,1,3,18,0,0,-,-,23,0,25,"das react-framework für produktionsreife webanwendungen mit server-side rendering, static site generation und optimaler performance.",
https://headon.pro/vergleiche,Technologie-Vergleiche für bessere Entscheidungen | HEADON,98,0.025269932247102136,n/a,1,200,0.119,0,1,1,1,0,Self-canonical,1,107,27,0,0,-,-,17,0,18,"ausführliche technologie-vergleiche für fundierte entscheidungen: react vs vue, native vs cross-platform, website vs web-app, wordpress vs custom development.",
https://headon.pro/vergleiche/headless-cms-vergleich-contentful-sanity-strapi,Headless CMS Vergleich: Contentful vs Sanity vs Strapi 2025,35,0.004318031334925758,n/a,2,200,0.113,0,1,1,1,0,Self-canonical,1,1,20,0,0,-,-,17,0,20,"die besten headless cms im vergleich: saas vs open source, features, kosten, developer experience. welches cms ist das richtige?",
https://headon.pro/vergleiche/native-vs-cross-platform-mobile,Native vs Cross-Platform: Mobile App Entwicklung im Vergleich 2025,86,0.0055055042743011925,n/a,2,200,0.112,0,1,1,1,0,Self-canonical,1,11,20,0,0,-,-,17,0,19,"native apps (swift/kotlin) vs cross-platform (react native/flutter): performance, kosten, entwicklungszeit. welcher ansatz ist der richtige für ihre app?",
https://headon.pro/vergleiche/nextjs-vs-react-spa,Next.js vs React SPA: Server-Side vs Client-Side Rendering,63,0.004746875173582356,n/a,2,200,0.202,0,1,1,1,0,Self-canonical,1,4,20,0,0,-,-,17,0,19,"next.js mit ssr/ssg vs traditionelle react single-page app: performance, seo, entwicklung. welcher ansatz ist der richtige für ihr projekt?",
https://headon.pro/vergleiche/pwa-vs-native-vs-hybrid-app,PWA vs Native App vs Hybrid App: Der komplette Mobile-Vergleich,35,0.004318031334925758,n/a,2,200,0.204,0,1,1,1,0,Self-canonical,1,1,20,0,0,-,-,17,0,20,"progressive web app vs native vs hybrid: installation, performance, features, kosten. welche lösung ist die richtige für ihre mobile-strategie?",
https://headon.pro/vergleiche/react-vs-vue,React vs Vue.js: Der große Framework-Vergleich 2025,86,0.0055055042743011925,n/a,2,200,0.243,0,1,1,1,0,Self-canonical,1,11,20,0,0,-,-,17,0,21,"detaillierter vergleich von react und vue.js: performance, lernkurve, ecosystem und use cases. welches framework passt zu ihrem projekt?",
https://headon.pro/vergleiche/shopify-vs-woocommerce-vs-custom-ecommerce,Shopify vs WooCommerce vs Custom E-Commerce: Online-Shop Vergleich,35,0.004318031334925758,n/a,2,200,0.207,0,1,1,1,0,Self-canonical,1,1,20,0,0,-,-,17,0,20,"e-commerce plattformen im vergleich: hosted vs self-hosted vs maßentwicklung. kosten, flexibilität, features für ihren online-shop.",
https://headon.pro/vergleiche/supabase-vs-firebase,Supabase vs Firebase: Backend-as-a-Service Vergleich 2025,35,0.004318031334925758,n/a,2,200,0.111,0,1,1,1,0,Self-canonical,1,1,20,0,0,-,-,17,0,20,"supabase vs firebase im detail: open source vs google, postgresql vs nosql, kosten, features. welches baas ist das richtige für ihr projekt?",
https://headon.pro/vergleiche/tailwind-vs-bootstrap-vs-custom-css,Tailwind CSS vs Bootstrap vs Custom CSS: CSS-Framework Vergleich,35,0.004318031334925758,n/a,2,200,0.199,0,1,1,1,0,Self-canonical,1,1,20,0,0,-,-,17,0,20,"utility-first vs component-framework vs custom css: performance, developer experience, flexibilität. welcher css-ansatz ist der richtige?",
https://headon.pro/vergleiche/typescript-vs-javascript,TypeScript vs JavaScript: Der ultimative Vergleich 2025,35,0.004318031334925758,n/a,2,200,0.201,0,1,1,1,0,Self-canonical,1,1,20,0,0,-,-,17,0,20,"typescript vs javascript im detail: type safety, developer experience, performance. lohnt sich der umstieg auf typescript für ihr projekt?",
https://headon.pro/vergleiche/website-vs-web-app,Website vs Web-App: Der Unterschied und wann Sie was brauchen,86,0.0055055042743011925,n/a,2,200,0.202,0,1,1,1,0,Self-canonical,1,11,20,0,0,-,-,17,0,19,"website oder web-app? verstehen sie die unterschiede in funktionalität, kosten und use cases. welche lösung ist die richtige für ihr unternehmen?",
https://headon.pro/vergleiche/wordpress-vs-custom-development,WordPress vs Custom Development: CMS vs Maßentwicklung 2025,35,0.004318031334925758,n/a,2,200,0.2,0,1,1,1,0,Self-canonical,1,1,20,0,0,-,-,17,0,20,"wordpress cms vs custom development mit next.js/react: kosten, flexibilität, performance. welche lösung ist die richtige für ihr projekt?",
https://headon.pro/webseite-erstellen-lassen-kosten,Webseite erstellen lassen - Kosten & Preise 2025 | HEADON.pro,90,0.024919076545222674,n/a,1,200,0.211,0,1,1,1,0,Self-canonical,1,107,16,0,0,-,-,22,0,24,was kostet eine professionelle webseite? transparent kalkulieren in 2 min. ✓ vergleich: freelancer vs. agentur ✓ alle kosten im überblick ✓ unverbindlich,
https://headon.pro/website-kosten,Website Kosten Rechner 2025 - Was kostet eine Website?,90,0.024919076545222674,n/a,1,200,0.11,0,1,1,1,0,Self-canonical,1,107,16,0,0,-,-,18,0,19,website kosten transparent kalkulieren ✓ alle faktoren berücksichtigt ✓ freelancer vs agentur vergleich ✓ unverbindlich & kostenlos,
https://www.headon.pro/,,-,0.0,n/a,0,301,0.382,0,0,0,0,0,-,0,0,1,0,0,-,-,0,0,1,-,
